Station,Crime_Category,sum
Bedford,Murder,34.0
Bedford,Attempted murder,27.0
Bedford,Robbery with aggravating circumstances,77.0
Bedford,Common robbery,51.0
Bedford,Rape,89.0
Bedford,Sexual assault,28.0
Bedford,Kidnapping,3.0
Bedford,Assault with the intent to inflict grievous bodily harm,589.0
Bedford,Common assault,262.0
Bedford,Burglary at non-residential premises,120.0
Bedford,Burglary at residential premises,378.0
Bedford,Stock-theft,236.0
Bedford,Shoplifting,36.0
Bedford,Theft of motor vehicle and motorcycle,17.0
Bedford,Theft out of or from motor vehicle,80.0
Bedford,All theft not mentioned elsewhere,401.0
Bedford,Arson,13.0
Bedford,Malicious damage to property,217.0
Bedford,Commercial crime,115.0
Bedford,Drug-related crime,343.0
Bedford,Driving under the influence of alcohol or drugs,85.0
Bedford,Illegal possession of firearms and ammunition,14.0
Bedford,Carjacking,0.0
Bedford,Truck hijacking,2.0
Bedford,Robbery of cash in transit,1.0
Bedford,Bank robbery,0.0
Bedford,Robbery at residential premises,11.0
Bedford,Robbery at non-residential premises,9.0
Bedford,Attempted sexual offences,12.0
Bedford,Contact sexual offences,8.0
Bedford,Sexual offences detected as a result of police action,3.0
Bedford,Sexual offences,137.0
Bedford,TRIO crime,20.0
Bedford,Contact crime (Crimes against the person),1177.0
Bedford,Contact-related crime,230.0
Bedford,Property-related crime,831.0
Bedford,Other serious crime,552.0
Bedford,Crime detected as a result of police action,445.0
Bedford,17 Community reported serious crime,2790.0
Bell,Murder,47.0
Bell,Attempted murder,22.0
Bell,Robbery with aggravating circumstances,90.0
Bell,Common robbery,10.0
Bell,Rape,91.0
Bell,Sexual assault,13.0
Bell,Kidnapping,4.0
Bell,Assault with the intent to inflict grievous bodily harm,259.0
Bell,Common assault,87.0
Bell,Burglary at non-residential premises,76.0
Bell,Burglary at residential premises,225.0
Bell,Stock-theft,278.0
Bell,Shoplifting,0.0
Bell,Theft of motor vehicle and motorcycle,13.0
Bell,Theft out of or from motor vehicle,194.0
Bell,All theft not mentioned elsewhere,367.0
Bell,Arson,14.0
Bell,Malicious damage to property,163.0
Bell,Commercial crime,11.0
Bell,Drug-related crime,57.0
Bell,Driving under the influence of alcohol or drugs,12.0
Bell,Illegal possession of firearms and ammunition,19.0
Bell,Carjacking,2.0
Bell,Truck hijacking,1.0
Bell,Robbery of cash in transit,1.0
Bell,Bank robbery,0.0
Bell,Robbery at residential premises,16.0
Bell,Robbery at non-residential premises,36.0
Bell,Attempted sexual offences,4.0
Bell,Contact sexual offences,0.0
Bell,Sexual offences detected as a result of police action,0.0
Bell,Sexual offences,108.0
Bell,TRIO crime,54.0
Bell,Contact crime (Crimes against the person),623.0
Bell,Contact-related crime,177.0
Bell,Property-related crime,786.0
Bell,Other serious crime,378.0
Bell,Crime detected as a result of police action,88.0
Bell,17 Community reported serious crime,1964.0
Bholo,Murder,20.0
Bholo,Attempted murder,8.0
Bholo,Robbery with aggravating circumstances,18.0
Bholo,Common robbery,7.0
Bholo,Rape,44.0
Bholo,Sexual assault,7.0
Bholo,Kidnapping,1.0
Bholo,Assault with the intent to inflict grievous bodily harm,158.0
Bholo,Common assault,28.0
Bholo,Burglary at non-residential premises,67.0
Bholo,Burglary at residential premises,156.0
Bholo,Stock-theft,328.0
Bholo,Shoplifting,0.0
Bholo,Theft of motor vehicle and motorcycle,2.0
Bholo,Theft out of or from motor vehicle,4.0
Bholo,All theft not mentioned elsewhere,80.0
Bholo,Arson,7.0
Bholo,Malicious damage to property,51.0
Bholo,Commercial crime,8.0
Bholo,Drug-related crime,11.0
Bholo,Driving under the influence of alcohol or drugs,1.0
Bholo,Illegal possession of firearms and ammunition,14.0
Bholo,Carjacking,0.0
Bholo,Truck hijacking,0.0
Bholo,Robbery of cash in transit,0.0
Bholo,Bank robbery,0.0
Bholo,Robbery at residential premises,8.0
Bholo,Robbery at non-residential premises,4.0
Bholo,Attempted sexual offences,5.0
Bholo,Contact sexual offences,0.0
Bholo,Sexual offences detected as a result of police action,0.0
Bholo,Sexual offences,56.0
Bholo,TRIO crime,12.0
Bholo,Contact crime (Crimes against the person),295.0
Bholo,Contact-related crime,58.0
Bholo,Property-related crime,557.0
Bholo,Other serious crime,88.0
Bholo,Crime detected as a result of police action,26.0
Bholo,17 Community reported serious crime,998.0
Bluewater,Murder,76.0
Bluewater,Attempted murder,20.0
Bluewater,Robbery with aggravating circumstances,83.0
Bluewater,Common robbery,15.0
Bluewater,Rape,135.0
Bluewater,Sexual assault,7.0
Bluewater,Kidnapping,2.0
Bluewater,Assault with the intent to inflict grievous bodily harm,367.0
Bluewater,Common assault,41.0
Bluewater,Burglary at non-residential premises,16.0
Bluewater,Burglary at residential premises,295.0
Bluewater,Stock-theft,130.0
Bluewater,Shoplifting,0.0
Bluewater,Theft of motor vehicle and motorcycle,7.0
Bluewater,Theft out of or from motor vehicle,35.0
Bluewater,All theft not mentioned elsewhere,311.0
Bluewater,Arson,11.0
Bluewater,Malicious damage to property,167.0
Bluewater,Commercial crime,11.0
Bluewater,Drug-related crime,52.0
Bluewater,Driving under the influence of alcohol or drugs,33.0
Bluewater,Illegal possession of firearms and ammunition,9.0
Bluewater,Carjacking,8.0
Bluewater,Truck hijacking,8.0
Bluewater,Robbery of cash in transit,0.0
Bluewater,Bank robbery,0.0
Bluewater,Robbery at residential premises,9.0
Bluewater,Robbery at non-residential premises,15.0
Bluewater,Attempted sexual offences,16.0
Bluewater,Contact sexual offences,3.0
Bluewater,Sexual offences detected as a result of police action,0.0
Bluewater,Sexual offences,161.0
Bluewater,TRIO crime,32.0
Bluewater,Contact crime (Crimes against the person),763.0
Bluewater,Contact-related crime,178.0
Bluewater,Property-related crime,483.0
Bluewater,Other serious crime,322.0
Bluewater,Crime detected as a result of police action,94.0
Bluewater,17 Community reported serious crime,1746.0
Butterworth,Murder,504.0
Butterworth,Attempted murder,359.0
Butterworth,Robbery with aggravating circumstances,1747.0
Butterworth,Common robbery,394.0
Butterworth,Rape,885.0
Butterworth,Sexual assault,54.0
Butterworth,Kidnapping,59.0
Butterworth,Assault with the intent to inflict grievous bodily harm,2275.0
Butterworth,Common assault,1556.0
Butterworth,Burglary at non-residential premises,805.0
Butterworth,Burglary at residential premises,2012.0
Butterworth,Stock-theft,338.0
Butterworth,Shoplifting,583.0
Butterworth,Theft of motor vehicle and motorcycle,189.0
Butterworth,Theft out of or from motor vehicle,973.0
Butterworth,All theft not mentioned elsewhere,2582.0
Butterworth,Arson,74.0
Butterworth,Malicious damage to property,1167.0
Butterworth,Commercial crime,1283.0
Butterworth,Drug-related crime,1510.0
Butterworth,Driving under the influence of alcohol or drugs,456.0
Butterworth,Illegal possession of firearms and ammunition,147.0
Butterworth,Carjacking,76.0
Butterworth,Truck hijacking,5.0
Butterworth,Robbery of cash in transit,10.0
Butterworth,Bank robbery,0.0
Butterworth,Robbery at residential premises,224.0
Butterworth,Robbery at non-residential premises,250.0
Butterworth,Attempted sexual offences,78.0
Butterworth,Contact sexual offences,14.0
Butterworth,Sexual offences detected as a result of police action,2.0
Butterworth,Sexual offences,1031.0
Butterworth,TRIO crime,550.0
Butterworth,Contact crime (Crimes against the person),7866.0
Butterworth,Contact-related crime,1241.0
Butterworth,Property-related crime,4317.0
Butterworth,Other serious crime,4448.0
Butterworth,Crime detected as a result of police action,2115.0
Butterworth,17 Community reported serious crime,17872.0
Cathcart,Murder,44.0
Cathcart,Attempted murder,23.0
Cathcart,Robbery with aggravating circumstances,108.0
Cathcart,Common robbery,50.0
Cathcart,Rape,153.0
Cathcart,Sexual assault,17.0
Cathcart,Kidnapping,12.0
Cathcart,Assault with the intent to inflict grievous bodily harm,582.0
Cathcart,Common assault,264.0
Cathcart,Burglary at non-residential premises,196.0
Cathcart,Burglary at residential premises,566.0
Cathcart,Stock-theft,361.0
Cathcart,Shoplifting,32.0
Cathcart,Theft of motor vehicle and motorcycle,15.0
Cathcart,Theft out of or from motor vehicle,97.0
Cathcart,All theft not mentioned elsewhere,386.0
Cathcart,Arson,10.0
Cathcart,Malicious damage to property,424.0
Cathcart,Commercial crime,116.0
Cathcart,Drug-related crime,255.0
Cathcart,Driving under the influence of alcohol or drugs,88.0
Cathcart,Illegal possession of firearms and ammunition,19.0
Cathcart,Carjacking,5.0
Cathcart,Truck hijacking,1.0
Cathcart,Robbery of cash in transit,0.0
Cathcart,Bank robbery,0.0
Cathcart,Robbery at residential premises,16.0
Cathcart,Robbery at non-residential premises,33.0
Cathcart,Attempted sexual offences,6.0
Cathcart,Contact sexual offences,7.0
Cathcart,Sexual offences detected as a result of police action,0.0
Cathcart,Sexual offences,183.0
Cathcart,TRIO crime,54.0
Cathcart,Contact crime (Crimes against the person),1254.0
Cathcart,Contact-related crime,434.0
Cathcart,Property-related crime,1235.0
Cathcart,Other serious crime,534.0
Cathcart,Crime detected as a result of police action,362.0
Cathcart,17 Community reported serious crime,3457.0
Centane,Murder,699.0
Centane,Attempted murder,270.0
Centane,Robbery with aggravating circumstances,612.0
Centane,Common robbery,117.0
Centane,Rape,1054.0
Centane,Sexual assault,64.0
Centane,Kidnapping,42.0
Centane,Assault with the intent to inflict grievous bodily harm,2186.0
Centane,Common assault,1016.0
Centane,Burglary at non-residential premises,606.0
Centane,Burglary at residential premises,993.0
Centane,Stock-theft,222.0
Centane,Shoplifting,191.0
Centane,Theft of motor vehicle and motorcycle,30.0
Centane,Theft out of or from motor vehicle,140.0
Centane,All theft not mentioned elsewhere,852.0
Centane,Arson,77.0
Centane,Malicious damage to property,850.0
Centane,Commercial crime,159.0
Centane,Drug-related crime,686.0
Centane,Driving under the influence of alcohol or drugs,53.0
Centane,Illegal possession of firearms and ammunition,126.0
Centane,Carjacking,25.0
Centane,Truck hijacking,1.0
Centane,Robbery of cash in transit,5.0
Centane,Bank robbery,1.0
Centane,Robbery at residential premises,179.0
Centane,Robbery at non-residential premises,185.0
Centane,Attempted sexual offences,36.0
Centane,Contact sexual offences,10.0
Centane,Sexual offences detected as a result of police action,0.0
Centane,Sexual offences,1164.0
Centane,TRIO crime,389.0
Centane,Contact crime (Crimes against the person),6064.0
Centane,Contact-related crime,927.0
Centane,Property-related crime,1991.0
Centane,Other serious crime,1202.0
Centane,Crime detected as a result of police action,865.0
Centane,17 Community reported serious crime,10184.0
Chungwa,Murder,85.0
Chungwa,Attempted murder,14.0
Chungwa,Robbery with aggravating circumstances,129.0
Chungwa,Common robbery,39.0
Chungwa,Rape,199.0
Chungwa,Sexual assault,26.0
Chungwa,Kidnapping,5.0
Chungwa,Assault with the intent to inflict grievous bodily harm,884.0
Chungwa,Common assault,155.0
Chungwa,Burglary at non-residential premises,157.0
Chungwa,Burglary at residential premises,330.0
Chungwa,Stock-theft,296.0
Chungwa,Shoplifting,0.0
Chungwa,Theft of motor vehicle and motorcycle,8.0
Chungwa,Theft out of or from motor vehicle,32.0
Chungwa,All theft not mentioned elsewhere,257.0
Chungwa,Arson,12.0
Chungwa,Malicious damage to property,232.0
Chungwa,Commercial crime,20.0
Chungwa,Drug-related crime,100.0
Chungwa,Driving under the influence of alcohol or drugs,9.0
Chungwa,Illegal possession of firearms and ammunition,10.0
Chungwa,Carjacking,6.0
Chungwa,Truck hijacking,0.0
Chungwa,Robbery of cash in transit,1.0
Chungwa,Bank robbery,0.0
Chungwa,Robbery at residential premises,19.0
Chungwa,Robbery at non-residential premises,65.0
Chungwa,Attempted sexual offences,35.0
Chungwa,Contact sexual offences,5.0
Chungwa,Sexual offences detected as a result of police action,3.0
Chungwa,Sexual offences,265.0
Chungwa,TRIO crime,90.0
Chungwa,Contact crime (Crimes against the person),1571.0
Chungwa,Contact-related crime,244.0
Chungwa,Property-related crime,823.0
Chungwa,Other serious crime,277.0
Chungwa,Crime detected as a result of police action,122.0
Chungwa,17 Community reported serious crime,2915.0
Doringkloof,Murder,4.0
Doringkloof,Attempted murder,1.0
Doringkloof,Robbery with aggravating circumstances,2.0
Doringkloof,Common robbery,0.0
Doringkloof,Rape,3.0
Doringkloof,Sexual assault,1.0
Doringkloof,Kidnapping,1.0
Doringkloof,Assault with the intent to inflict grievous bodily harm,19.0
Doringkloof,Common assault,3.0
Doringkloof,Burglary at non-residential premises,1.0
Doringkloof,Burglary at residential premises,11.0
Doringkloof,Stock-theft,133.0
Doringkloof,Shoplifting,0.0
Doringkloof,Theft of motor vehicle and motorcycle,2.0
Doringkloof,Theft out of or from motor vehicle,1.0
Doringkloof,All theft not mentioned elsewhere,8.0
Doringkloof,Arson,0.0
Doringkloof,Malicious damage to property,3.0
Doringkloof,Commercial crime,1.0
Doringkloof,Drug-related crime,0.0
Doringkloof,Driving under the influence of alcohol or drugs,0.0
Doringkloof,Illegal possession of firearms and ammunition,0.0
Doringkloof,Carjacking,1.0
Doringkloof,Truck hijacking,0.0
Doringkloof,Robbery of cash in transit,0.0
Doringkloof,Bank robbery,0.0
Doringkloof,Robbery at residential premises,1.0
Doringkloof,Robbery at non-residential premises,0.0
Doringkloof,Attempted sexual offences,1.0
Doringkloof,Contact sexual offences,1.0
Doringkloof,Sexual offences detected as a result of police action,0.0
Doringkloof,Sexual offences,6.0
Doringkloof,TRIO crime,2.0
Doringkloof,Contact crime (Crimes against the person),35.0
Doringkloof,Contact-related crime,3.0
Doringkloof,Property-related crime,148.0
Doringkloof,Other serious crime,9.0
Doringkloof,Crime detected as a result of police action,0.0
Doringkloof,17 Community reported serious crime,195.0
Dutywa,Murder,777.0
Dutywa,Attempted murder,309.0
Dutywa,Robbery with aggravating circumstances,1156.0
Dutywa,Common robbery,175.0
Dutywa,Rape,1242.0
Dutywa,Sexual assault,117.0
Dutywa,Kidnapping,61.0
Dutywa,Assault with the intent to inflict grievous bodily harm,2333.0
Dutywa,Common assault,1022.0
Dutywa,Burglary at non-residential premises,855.0
Dutywa,Burglary at residential premises,1575.0
Dutywa,Stock-theft,838.0
Dutywa,Shoplifting,303.0
Dutywa,Theft of motor vehicle and motorcycle,214.0
Dutywa,Theft out of or from motor vehicle,635.0
Dutywa,All theft not mentioned elsewhere,1603.0
Dutywa,Arson,79.0
Dutywa,Malicious damage to property,981.0
Dutywa,Commercial crime,1056.0
Dutywa,Drug-related crime,2193.0
Dutywa,Driving under the influence of alcohol or drugs,209.0
Dutywa,Illegal possession of firearms and ammunition,361.0
Dutywa,Carjacking,115.0
Dutywa,Truck hijacking,21.0
Dutywa,Robbery of cash in transit,8.0
Dutywa,Bank robbery,0.0
Dutywa,Robbery at residential premises,208.0
Dutywa,Robbery at non-residential premises,318.0
Dutywa,Attempted sexual offences,26.0
Dutywa,Contact sexual offences,15.0
Dutywa,Sexual offences detected as a result of police action,0.0
Dutywa,Sexual offences,1400.0
Dutywa,TRIO crime,641.0
Dutywa,Contact crime (Crimes against the person),7172.0
Dutywa,Contact-related crime,1060.0
Dutywa,Property-related crime,4117.0
Dutywa,Other serious crime,2962.0
Dutywa,Crime detected as a result of police action,2763.0
Dutywa,17 Community reported serious crime,15311.0
Elliotdale,Murder,354.0
Elliotdale,Attempted murder,95.0
Elliotdale,Robbery with aggravating circumstances,279.0
Elliotdale,Common robbery,65.0
Elliotdale,Rape,548.0
Elliotdale,Sexual assault,23.0
Elliotdale,Kidnapping,37.0
Elliotdale,Assault with the intent to inflict grievous bodily harm,1371.0
Elliotdale,Common assault,383.0
Elliotdale,Burglary at non-residential premises,244.0
Elliotdale,Burglary at residential premises,240.0
Elliotdale,Stock-theft,70.0
Elliotdale,Shoplifting,100.0
Elliotdale,Theft of motor vehicle and motorcycle,23.0
Elliotdale,Theft out of or from motor vehicle,65.0
Elliotdale,All theft not mentioned elsewhere,414.0
Elliotdale,Arson,76.0
Elliotdale,Malicious damage to property,324.0
Elliotdale,Commercial crime,219.0
Elliotdale,Drug-related crime,243.0
Elliotdale,Driving under the influence of alcohol or drugs,27.0
Elliotdale,Illegal possession of firearms and ammunition,126.0
Elliotdale,Carjacking,20.0
Elliotdale,Truck hijacking,2.0
Elliotdale,Robbery of cash in transit,0.0
Elliotdale,Bank robbery,0.0
Elliotdale,Robbery at residential premises,33.0
Elliotdale,Robbery at non-residential premises,115.0
Elliotdale,Attempted sexual offences,19.0
Elliotdale,Contact sexual offences,11.0
Elliotdale,Sexual offences detected as a result of police action,0.0
Elliotdale,Sexual offences,601.0
Elliotdale,TRIO crime,168.0
Elliotdale,Contact crime (Crimes against the person),3148.0
Elliotdale,Contact-related crime,400.0
Elliotdale,Property-related crime,642.0
Elliotdale,Other serious crime,733.0
Elliotdale,Crime detected as a result of police action,396.0
